Order_ID,Book_Title,Author,Genre,Customer_Age,Customer_Gender,Country,Purchase_Date,Units_Sold,Sale_Price,Cost_Price,Revenue,Cost,Profit,Profit_Margin
1017,Deep Learning Mastery,Sarah Johnson,Business,62,Female,India,2024-08-11,6,39.1,26.65,234.6,159.9,74.7,31.84
1018,Natural Language Processing,David Lee,Advanced,62,Female,Australia,2024-08-09,6,54.76,30.15,328.56,180.9,147.66,44.94
1019,AI in Business,David Lee,Advanced,44,Female,Australia,2024-08-03,5,35.57,22.82,177.85,114.1,63.75,35.84
1020,Python for AI,David Lee,Beginner,29,Male,UK,2024-02-12,2,39.88,20.33,79.76,40.66,39.1,49.02
1021,AI Automation,David Lee,Advanced,53,Female,Germany,2024-01-14,9,33.0,21.98,297.0,197.82,99.18,33.39
1022,AI Ethics Handbook,David Lee,Business,54,Male,UK,2024-10-31,4,17.1,9.4,68.4,37.6,30.8,45.03
1023,Python for AI,Michael Chen,Technical,52,Female,India,2024-03-20,1,39.88,22.32,39.88,22.32,17.56,44.03
1024,AI in Business,John Smith,Beginner,43,Male,Canada,2024-03-13,2,29.04,14.37,58.08,28.74,29.34,50.52
1025,Python for AI,John Smith,Advanced,24,Female,Australia,2024-07-12,1,47.13,20.93,47.13,20.93,26.2,55.59
1026,AI Automation,Emma Brown,Advanced,44,Male,Australia,2024-10-12,3,59.02,28.19,177.06,84.57,92.49,52.24
1027,Python for AI,David Lee,Technical,32,Male,UK,2024-01-01,1,37.5,21.91,37.5,21.91,15.59,41.57
1028,AI Ethics Handbook,Sarah Johnson,Advanced,70,Male,Germany,2024-04-03,2,49.9,25.98,99.8,51.96,47.84,47.94
1029,AI Automation,Emma Brown,Beginner,42,Male,UK,2024-10-26,3,31.7,18.62,95.1,55.86,39.24,41.26
1030,Python for AI,Michael Chen,Technical,45,Female,USA,2024-09-22,9,52.28,29.29,470.52,263.61,206.91,43.97
1031,AI in Business,John Smith,Technical,21,Male,Canada,2024-01-12,9,34.29,16.6,308.61,149.4,159.21,51.59
1032,Machine Learning Guide,Sophia Davis,Beginner,63,Male,Australia,2024-10-04,7,44.55,18.07,311.85,126.49,185.36,59.44
1033,AI Automation,Sophia Davis,Business,26,Male,UK,2024-05-07,7,26.91,15.54,188.37,108.78,79.59,42.25
1034,Machine Learning Guide,Sophia Davis,Technical,44,Female,Germany,2024-09-28,5,38.64,23.74,193.2,118.7,74.5,38.56
1035,Neural Networks Explained,David Lee,Technical,40,Female,UK,2024-04-10,3,40.03,27.03,120.09,81.09,39.0,32.48
1036,AI Automation,David Lee,Advanced,57,Male,Germany,2024-03-22,3,18.14,10.99,54.42,32.97,21.45,39.42
1037,AI in Business,Emma Brown,Advanced,57,Male,USA,2024-12-14,2,42.94,29.58,85.88,59.16,26.72,31.11
1038,Python for AI,Sarah Johnson,Technical,43,Male,USA,2024-01-05,2,53.94,26.48,107.88,52.96,54.92,50.91
1039,AI Basics,John Smith,Technical,18,Male,UK,2024-02-08,1,19.55,8.83,19.55,8.83,10.72,54.83
1040,AI Ethics Handbook,Michael Chen,Beginner,70,Female,UK,2024-12-11,2,42.89,19.74,85.78,39.48,46.3,53.98
1041,Machine Learning Guide,David Lee,Technical,41,Female,USA,2024-04-03,9,28.14,12.01,253.26,108.09,145.17,57.32
1042,AI Automation,John Smith,Technical,68,Male,Australia,2024-05-31,3,43.92,21.96,131.76,65.88,65.88,50.0
1043,Computer Vision Essentials,David Lee,Technical,38,Female,UK,2024-12-12,8,46.29,28.51,370.32,228.08,142.24,38.41
1044,Python for AI,David Lee,Business,20,Male,Canada,2024-07-15,6,24.26,11.26,145.56,67.56,78.0,53.59
1045,AI in Business,Sophia Davis,Business,63,Female,Canada,2024-01-18,1,58.38,25.23,58.38,25.23,33.15,56.78
1046,AI in Business,David Lee,Business,35,Female,Canada,2024-06-11,6,21.1,12.37,126.6,74.22,52.38,41.37
1047,Deep Learning Mastery,John Smith,Beginner,52,Male,USA,2024-07-08,6,24.55,12.72,147.3,76.32,70.98,48.19
1048,AI Automation,Sarah Johnson,Business,68,Male,Canada,2024-01-10,9,50.62,23.19,455.58,208.71,246.87,54.19
1049,AI in Business,David Lee,Beginner,61,Male,UK,2024-02-25,4,53.12,35.4,212.48,141.6,70.88,33.36
1050,AI Automation,Michael Chen,Business,22,Female,India,2024-07-16,8,55.46,37.87,443.68,302.96,140.72,31.72
1051,Natural Language Processing,Michael Chen,Advanced,57,Male,USA,2024-08-24,6,50.29,23.87,301.74,143.22,158.52,52.54
1052,AI in Business,John Smith,Beginner,59,Female,India,2024-06-10,4,23.79,12.27,95.16,49.08,46.08,48.42
1053,Neural Networks Explained,Sarah Johnson,Business,67,Female,Germany,2024-04-28,8,24.62,14.18,196.96,113.44,83.52,42.4
1054,AI Automation,Sarah Johnson,Business,22,Male,Australia,2024-05-16,9,24.04,16.76,216.36,150.84,65.52,30.28
1055,Machine Learning Guide,Sarah Johnson,Technical,41,Female,UK,2024-07-01,6,57.04,23.29,342.24,139.74,202.5,59.17
1056,Machine Learning Guide,John Smith,Business,50,Male,Australia,2024-02-25,6,18.84,9.84,113.04,59.04,54.0,47.77
1057,Natural Language Processing,Sarah Johnson,Beginner,42,Male,Australia,2024-08-16,2,46.88,32.31,93.76,64.62,29.14,31.08
1058,Neural Networks Explained,Sophia Davis,Business,64,Male,Germany,2024-01-25,9,24.71,11.9,222.39,107.1,115.29,51.84
1059,Machine Learning Guide,Michael Chen,Advanced,58,Male,USA,2024-07-06,5,46.55,23.73,232.75,118.65,114.1,49.02
1060,AI Ethics Handbook,Sarah Johnson,Beginner,64,Male,Canada,2024-06-13,9,50.16,29.75,451.44,267.75,183.69,40.69
1061,Python for AI,John Smith,Technical,28,Female,Australia,2024-03-12,8,36.04,16.81,288.32,134.48,153.84,53.36
1062,AI Ethics Handbook,David Lee,Business,31,Male,Canada,2024-05-10,6,16.94,8.58,101.64,51.48,50.16,49.35
1063,AI Ethics Handbook,Emma Brown,Advanced,34,Male,UK,2024-01-18,6,52.37,24.3,314.22,145.8,168.42,53.6
1064,AI Ethics Handbook,Sarah Johnson,Business,42,Male,Australia,2024-11-19,8,57.96,33.16,463.68,265.28,198.4,42.79
1065,AI Basics,Michael Chen,Beginner,44,Female,Australia,2024-04-23,7,27.32,11.65,191.24,81.55,109.69,57.36
1066,AI in Business,David Lee,Beginner,54,Male,USA,2024-12-15,8,25.23,10.92,201.84,87.36,114.48,56.72
1067,AI Automation,John Smith,Advanced,53,Female,India,2024-05-01,3,34.51,16.96,103.53,50.88,52.65,50.85
1068,Neural Networks Explained,John Smith,Advanced,24,Female,Australia,2024-04-04,4,45.59,20.29,182.36,81.16,101.2,55.49
1069,Deep Learning Mastery,Emma Brown,Technical,70,Female,Australia,2024-03-06,10,38.47,17.9,384.7,179.0,205.7,53.47
1070,Python for AI,Michael Chen,Beginner,26,Male,USA,2024-08-06,3,27.52,17.09,82.56,51.27,31.29,37.9
1071,Python for AI,Sarah Johnson,Business,43,Female,India,2024-07-20,3,49.51,25.46,148.53,76.38,72.15,48.58
1072,Computer Vision Essentials,Emma Brown,Beginner,53,Female,Germany,2024-03-14,4,18.5,10.59,74.0,42.36,31.64,42.76
1073,Machine Learning Guide,John Smith,Beginner,29,Female,UK,2024-06-12,8,36.84,17.41,294.72,139.28,155.44,52.74
1074,AI Automation,David Lee,Advanced,19,Male,India,2024-01-26,2,44.85,24.22,89.7,48.44,41.26,46.0
1075,Deep Learning Mastery,Sarah Johnson,Beginner,19,Female,USA,2024-03-02,8,30.24,13.59,241.92,108.72,133.2,55.06
1076,Neural Networks Explained,Sophia Davis,Business,35,Female,UK,2024-03-31,2,30.32,16.41,60.64,32.82,27.82,45.88
1077,Neural Networks Explained,Emma Brown,Business,42,Female,Germany,2024-09-09,6,41.41,19.18,248.46,115.08,133.38,53.68
1078,AI Basics,David Lee,Advanced,24,Female,Germany,2024-08-18,10,37.89,16.99,378.9,169.9,209.0,55.16
1079,Python for AI,Michael Chen,Advanced,69,Female,Canada,2024-04-17,7,27.77,19.2,194.39,134.4,59.99,30.86
1080,Neural Networks Explained,Michael Chen,Beginner,51,Male,India,2024-11-06,8,17.7,7.25,141.6,58.0,83.6,59.04
1081,Neural Networks Explained,Michael Chen,Beginner,45,Male,Australia,2024-12-15,8,36.77,16.54,294.16,132.32,161.84,55.02
1082,Python for AI,Michael Chen,Technical,25,Male,Canada,2024-02-27,5,25.15,12.86,125.75,64.3,61.45,48.87
1083,AI Automation,Sarah Johnson,Beginner,45,Female,India,2024-08-18,10,52.34,32.34,523.4,323.4,200.0,38.21
1084,Neural Networks Explained,Sarah Johnson,Advanced,55,Female,India,2024-12-26,2,48.92,29.89,97.84,59.78,38.06,38.9
1085,Python for AI,John Smith,Business,44,Male,Australia,2024-05-20,10,30.21,15.23,302.1,152.3,149.8,49.59
1086,Deep Learning Mastery,John Smith,Advanced,46,Male,Germany,2024-01-28,1,31.39,17.4,31.39,17.4,13.99,44.57
1087,AI Basics,David Lee,Advanced,49,Male,Australia,2024-06-01,1,26.53,17.83,26.53,17.83,8.7,32.79
1088,AI Basics,John Smith,Advanced,33,Female,USA,2024-07-12,1,16.17,9.88,16.17,9.88,6.29,38.9
1089,Natural Language Processing,Sarah Johnson,Technical,49,Male,UK,2024-12-28,8,30.63,17.34,245.04,138.72,106.32,43.39
1090,Python for AI,Michael Chen,Business,56,Female,India,2024-08-28,4,38.9,23.08,155.6,92.32,63.28,40.67
1091,AI Ethics Handbook,John Smith,Beginner,45,Male,USA,2024-07-24,6,29.03,19.69,174.18,118.14,56.04,32.17
1092,Natural Language Processing,Sarah Johnson,Technical,70,Male,Germany,2024-04-25,7,26.64,11.78,186.48,82.46,104.02,55.78
1093,AI Basics,David Lee,Business,30,Male,USA,2024-03-15,9,52.52,27.8,472.68,250.2,222.48,47.07
1094,Deep Learning Mastery,David Lee,Business,64,Female,India,2024-06-17,2,31.4,20.02,62.8,40.04,22.76,36.24
1095,Machine Learning Guide,Michael Chen,Technical,48,Male,India,2024-06-19,4,28.93,15.2,115.72,60.8,54.92,47.46
1096,Machine Learning Guide,Sarah Johnson,Beginner,45,Female,Australia,2024-07-17,7,16.39,8.64,114.73,60.48,54.25,47.28
1097,Machine Learning Guide,Emma Brown,Business,34,Male,Germany,2024-05-21,7,45.16,20.95,316.12,146.65,169.47,53.61
1098,Computer Vision Essentials,John Smith,Technical,39,Female,UK,2024-03-11,5,15.27,9.21,76.35,46.05,30.3,39.69
1099,Deep Learning Mastery,John Smith,Business,39,Male,UK,2024-10-13,8,17.03,8.55,136.24,68.4,67.84,49.79
1100,Computer Vision Essentials,John Smith,Advanced,54,Female,UK,2024-11-01,9,29.87,18.55,268.83,166.95,101.88,37.9
1101,Deep Learning Mastery,Emma Brown,Advanced,34,Female,Australia,2024-02-04,6,28.98,18.73,173.88,112.38,61.5,35.37
1102,Python for AI,Emma Brown,Business,41,Female,Australia,2024-02-16,10,18.08,9.7,180.8,97.0,83.8,46.35
1103,Natural Language Processing,Michael Chen,Beginner,43,Male,India,2024-02-10,4,58.45,35.2,233.8,140.8,93.0,39.78
1104,Natural Language Processing,Sophia Davis,Business,67,Female,Canada,2024-03-14,8,55.81,34.05,446.48,272.4,174.08,38.99
1105,AI Ethics Handbook,Sarah Johnson,Advanced,62,Female,India,2024-06-01,5,25.49,15.25,127.45,76.25,51.2,40.17
1106,Natural Language Processing,Sophia Davis,Technical,51,Female,Canada,2024-08-12,10,25.44,17.44,254.4,174.4,80.0,31.45
1107,Natural Language Processing,David Lee,Advanced,23,Male,Canada,2024-04-11,6,40.11,20.39,240.66,122.34,118.32,49.16
1108,Deep Learning Mastery,Emma Brown,Technical,69,Male,UK,2024-01-05,7,44.16,18.73,309.12,131.11,178.01,57.59
1109,AI Automation,John Smith,Beginner,63,Female,Canada,2024-06-20,2,54.93,26.11,109.86,52.22,57.64,52.47
1110,AI Automation,Sophia Davis,Beginner,34,Male,UK,2024-08-19,1,46.1,25.9,46.1,25.9,20.2,43.82
1111,Machine Learning Guide,Michael Chen,Technical,40,Male,UK,2024-07-08,9,40.54,21.82,364.86,196.38,168.48,46.18
1112,Deep Learning Mastery,Michael Chen,Advanced,40,Female,USA,2024-05-12,8,17.55,9.66,140.4,77.28,63.12,44.96
1113,Python for AI,Michael Chen,Business,50,Female,Germany,2024-12-22,6,45.59,28.4,273.54,170.4,103.14,37.71
1114,AI Basics,Emma Brown,Advanced,29,Male,India,2024-01-05,1,23.3,12.66,23.3,12.66,10.64,45.67
1115,Neural Networks Explained,Sophia Davis,Business,58,Male,UK,2024-02-13,3,58.55,36.6,175.65,109.8,65.85,37.49
1116,Machine Learning Guide,Michael Chen,Technical,24,Male,Germany,2024-03-20,10,37.46,16.08,374.6,160.8,213.8,57.07
1117,AI Automation,Sophia Davis,Beginner,31,Male,Canada,2024-09-25,1,34.39,20.62,34.39,20.62,13.77,40.04
1118,AI Automation,Michael Chen,Technical,40,Male,Australia,2024-04-10,2,24.08,10.64,48.16,21.28,26.88,55.81
1119,AI in Business,John Smith,Technical,68,Female,Canada,2024-02-07,10,29.96,14.81,299.6,148.1,151.5,50.57
1120,AI Basics,Sarah Johnson,Beginner,22,Female,USA,2024-10-25,3,35.05,18.81,105.15,56.43,48.72,46.33
1121,Natural Language Processing,Emma Brown,Advanced,67,Female,Canada,2024-04-28,10,30.12,19.78,301.2,197.8,103.4,34.33
1122,Natural Language Processing,Sophia Davis,Business,57,Female,UK,2024-02-03,10,45.14,24.15,451.4,241.5,209.9,46.5
1123,Python for AI,Emma Brown,Technical,43,Female,UK,2024-12-03,5,43.1,18.41,215.5,92.05,123.45,57.29
1124,AI in Business,David Lee,Business,21,Female,UK,2024-12-04,10,40.13,16.54,401.3,165.4,235.9,58.78
1125,Natural Language Processing,John Smith,Beginner,31,Male,UK,2024-07-13,3,39.84,16.67,119.52,50.01,69.51,58.16
1126,AI in Business,Sophia Davis,Advanced,24,Male,Australia,2024-07-27,2,41.21,20.0,82.42,40.0,42.42,51.47
1127,Computer Vision Essentials,Emma Brown,Technical,26,Female,USA,2024-07-04,4,30.37,20.02,121.48,80.08,41.4,34.08
1128,Neural Networks Explained,John Smith,Technical,27,Male,USA,2024-12-14,4,59.92,35.09,239.68,140.36,99.32,41.44
1129,AI Basics,Emma Brown,Business,31,Male,India,2024-12-30,4,54.06,30.27,216.24,121.08,95.16,44.01
1130,Natural Language Processing,Sarah Johnson,Advanced,43,Male,Australia,2024-05-20,4,25.96,13.69,103.84,54.76,49.08,47.27
1131,AI Automation,Sarah Johnson,Technical,43,Female,UK,2024-07-29,8,36.59,16.02,292.72,128.16,164.56,56.22
1132,AI in Business,Sophia Davis,Technical,69,Female,UK,2024-11-15,8,15.24,7.55,121.92,60.4,61.52,50.46
1133,AI Ethics Handbook,John Smith,Technical,35,Male,Germany,2024-03-23,2,30.03,17.05,60.06,34.1,25.96,43.22
1134,Machine Learning Guide,Emma Brown,Advanced,39,Female,UK,2024-10-13,5,23.15,13.2,115.75,66.0,49.75,42.98
1135,Machine Learning Guide,Emma Brown,Business,53,Male,Germany,2024-12-31,7,35.16,23.7,246.12,165.9,80.22,32.59
1136,Computer Vision Essentials,Emma Brown,Advanced,64,Female,Germany,2024-01-23,9,23.59,10.85,212.31,97.65,114.66,54.01
1137,Computer Vision Essentials,Sarah Johnson,Advanced,47,Male,Canada,2024-02-06,3,50.42,34.09,151.26,102.27,48.99,32.39
1138,Python for AI,Sarah Johnson,Beginner,45,Male,Australia,2024-11-13,1,56.92,35.99,56.92,35.99,20.93,36.77
1139,Natural Language Processing,Emma Brown,Advanced,65,Female,Germany,2024-02-13,9,52.62,22.49,473.58,202.41,271.17,57.26
1140,AI Ethics Handbook,Sophia Davis,Advanced,23,Male,USA,2024-07-21,4,15.63,8.55,62.52,34.2,28.32,45.3
1141,Python for AI,Sarah Johnson,Business,40,Male,Canada,2024-03-10,5,19.43,8.31,97.15,41.55,55.6,57.23
1142,Machine Learning Guide,John Smith,Advanced,44,Male,Australia,2024-09-05,10,20.02,12.93,200.2,129.3,70.9,35.41
1143,Machine Learning Guide,Michael Chen,Advanced,37,Male,Germany,2024-03-01,7,40.75,17.74,285.25,124.18,161.07,56.47
1144,AI Basics,Michael Chen,Beginner,56,Female,Canada,2024-08-19,9,51.56,32.31,464.04,290.79,173.25,37.34
1145,Natural Language Processing,Emma Brown,Advanced,29,Female,UK,2024-05-27,8,36.05,18.42,288.4,147.36,141.04,48.9
1146,AI Basics,David Lee,Business,27,Female,India,2024-05-04,5,55.33,38.06,276.65,190.3,86.35,31.21
1147,AI Automation,Emma Brown,Technical,34,Female,Australia,2024-12-31,10,50.22,23.67,502.2,236.7,265.5,52.87
1148,AI Basics,Sarah Johnson,Beginner,70,Female,Canada,2024-09-11,6,48.52,21.41,291.12,128.46,162.66,55.87
1149,Neural Networks Explained,Sarah Johnson,Advanced,52,Female,UK,2024-10-20,2,33.65,20.77,67.3,41.54,25.76,38.28
1150,Python for AI,Emma Brown,Advanced,70,Male,Australia,2024-08-04,10,38.41,26.02,384.1,260.2,123.9,32.26
1151,Deep Learning Mastery,David Lee,Technical,64,Male,UK,2024-01-22,7,27.19,16.14,190.33,112.98,77.35,40.64
1152,AI Automation,John Smith,Advanced,57,Male,Germany,2024-07-06,10,49.02,30.15,490.2,301.5,188.7,38.49
1153,AI in Business,Michael Chen,Advanced,47,Female,Canada,2024-06-06,8,46.78,29.09,374.24,232.72,141.52,37.82
1154,Deep Learning Mastery,Michael Chen,Business,23,Male,Germany,2024-03-31,7,51.93,32.35,363.51,226.45,137.06,37.7
1155,AI Basics,John Smith,Technical,27,Female,Australia,2024-11-03,7,16.42,11.48,114.94,80.36,34.58,30.09
1156,Natural Language Processing,John Smith,Technical,39,Female,Australia,2024-09-22,1,43.72,28.03,43.72,28.03,15.69,35.89
1157,Python for AI,Sophia Davis,Advanced,33,Male,Canada,2024-12-06,9,33.28,22.95,299.52,206.55,92.97,31.04
1158,Neural Networks Explained,Sarah Johnson,Advanced,22,Male,UK,2024-02-29,5,23.69,9.92,118.45,49.6,68.85,58.13
1159,Natural Language Processing,Michael Chen,Technical,38,Male,India,2024-10-19,5,33.25,20.72,166.25,103.6,62.65,37.68
1160,Natural Language Processing,John Smith,Advanced,18,Male,Germany,2024-01-13,9,15.02,10.47,135.18,94.23,40.95,30.29
1161,Natural Language Processing,Sophia Davis,Business,20,Male,Australia,2024-01-28,2,30.42,16.88,60.84,33.76,27.08,44.51
1162,Computer Vision Essentials,Sophia Davis,Technical,46,Female,UK,2024-03-02,6,47.72,23.86,286.32,143.16,143.16,50.0
1163,AI in Business,Emma Brown,Advanced,31,Male,USA,2024-01-07,1,17.07,10.0,17.07,10.0,7.07,41.42
1164,Natural Language Processing,Emma Brown,Beginner,48,Female,Australia,2024-11-20,3,50.6,34.21,151.8,102.63,49.17,32.39
1165,AI Basics,John Smith,Advanced,43,Male,India,2024-06-19,10,26.72,11.52,267.2,115.2,152.0,56.89
1166,AI in Business,Sarah Johnson,Business,43,Male,Australia,2024-04-27,7,20.89,13.41,146.23,93.87,52.36,35.81
1167,AI Basics,Sophia Davis,Business,55,Female,UK,2024-03-17,1,31.61,14.77,31.61,14.77,16.84,53.27
1168,AI Automation,Michael Chen,Business,41,Female,India,2024-11-16,8,22.88,13.69,183.04,109.52,73.52,40.17
1169,Natural Language Processing,Sophia Davis,Technical,63,Male,India,2024-12-23,4,43.03,17.79,172.12,71.16,100.96,58.66
1170,Deep Learning Mastery,John Smith,Advanced,61,Female,Germany,2024-06-18,2,32.87,15.13,65.74,30.26,35.48,53.97
1171,Neural Networks Explained,Michael Chen,Advanced,33,Male,India,2024-04-03,8,20.96,8.98,167.68,71.84,95.84,57.16
1172,AI Automation,David Lee,Beginner,18,Male,USA,2024-12-13,8,57.91,38.79,463.28,310.32,152.96,33.02
1173,Natural Language Processing,John Smith,Technical,42,Male,Germany,2024-05-29,7,36.64,23.18,256.48,162.26,94.22,36.74
1174,Natural Language Processing,John Smith,Business,48,Male,Canada,2024-01-11,3,21.49,12.38,64.47,37.14,27.33,42.39
1175,Computer Vision Essentials,John Smith,Beginner,20,Male,UK,2024-10-10,5,32.27,22.52,161.35,112.6,48.75,30.21
1176,Neural Networks Explained,Emma Brown,Technical,27,Male,Canada,2024-01-21,6,48.64,21.13,291.84,126.78,165.06,56.56
1177,Natural Language Processing,David Lee,Business,44,Male,India,2024-01-09,4,26.85,18.78,107.4,75.12,32.28,30.06
1178,AI Ethics Handbook,Michael Chen,Advanced,36,Male,Canada,2024-10-26,7,18.38,9.67,128.66,67.69,60.97,47.39
1179,Computer Vision Essentials,Sarah Johnson,Business,39,Female,Canada,2024-01-12,1,59.71,24.36,59.71,24.36,35.35,59.2
1180,Machine Learning Guide,Michael Chen,Beginner,53,Male,Canada,2024-11-01,2,15.89,8.57,31.78,17.14,14.64,46.07
1181,AI in Business,Emma Brown,Technical,34,Female,USA,2024-07-03,7,39.19,27.03,274.33,189.21,85.12,31.03
1182,Deep Learning Mastery,Emma Brown,Technical,18,Male,Australia,2024-02-02,3,45.4,20.67,136.2,62.01,74.19,54.47
1183,Python for AI,Emma Brown,Business,23,Female,India,2024-11-07,4,18.09,9.17,72.36,36.68,35.68,49.31
1184,AI Ethics Handbook,Michael Chen,Beginner,34,Female,UK,2024-05-07,4,26.38,14.28,105.52,57.12,48.4,45.87
1185,Natural Language Processing,John Smith,Business,70,Male,USA,2024-12-20,6,37.33,19.35,223.98,116.1,107.88,48.17
1186,Natural Language Processing,Emma Brown,Beginner,69,Female,India,2024-03-04,2,59.11,29.8,118.22,59.6,58.62,49.59
1187,AI in Business,David Lee,Technical,70,Male,Germany,2024-04-17,1,17.84,7.41,17.84,7.41,10.43,58.46
1188,AI Basics,Emma Brown,Advanced,48,Female,Germany,2024-03-30,5,35.89,22.08,179.45,110.4,69.05,38.48
1189,AI Ethics Handbook,Sophia Davis,Business,68,Female,USA,2024-10-01,6,56.62,27.73,339.72,166.38,173.34,51.02
1190,AI Automation,David Lee,Advanced,55,Female,India,2024-12-14,6,23.35,9.51,140.1,57.06,83.04,59.27
1191,Deep Learning Mastery,Emma Brown,Advanced,40,Female,Germany,2024-03-15,7,16.5,8.89,115.5,62.23,53.27,46.12
1192,Neural Networks Explained,Sophia Davis,Beginner,55,Female,UK,2024-11-07,10,16.16,7.96,161.6,79.6,82.0,50.74
1193,AI Basics,John Smith,Beginner,52,Male,Australia,2024-12-29,7,53.9,22.13,377.3,154.91,222.39,58.94
1194,Natural Language Processing,Sophia Davis,Business,31,Female,Germany,2024-01-09,9,20.75,9.41,186.75,84.69,102.06,54.65
1195,Natural Language Processing,David Lee,Business,51,Female,Germany,2024-11-18,4,48.96,29.96,195.84,119.84,76.0,38.81
1196,AI Automation,Michael Chen,Technical,45,Male,India,2024-02-17,2,45.27,29.8,90.54,59.6,30.94,34.17
1197,Machine Learning Guide,David Lee,Business,24,Male,UK,2024-09-19,10,22.16,10.37,221.6,103.7,117.9,53.2
1198,AI Basics,Sarah Johnson,Advanced,24,Male,India,2024-02-09,2,16.72,7.13,33.44,14.26,19.18,57.36
1199,Computer Vision Essentials,Sophia Davis,Beginner,68,Female,Canada,2024-09-03,1,31.4,20.59,31.4,20.59,10.81,34.43
1200,AI Ethics Handbook,David Lee,Technical,44,Female,Canada,2024-08-29,5,48.28,20.29,241.4,101.45,139.95,57.97
1201,Neural Networks Explained,Emma Brown,Advanced,67,Female,USA,2024-02-15,2,31.84,18.12,63.68,36.24,27.44,43.09
1202,Python for AI,Sarah Johnson,Beginner,45,Male,India,2024-09-30,4,58.33,31.22,233.32,124.88,108.44,46.48
1203,Neural Networks Explained,David Lee,Technical,20,Female,Australia,2024-03-23,7,19.16,12.35,134.12,86.45,47.67,35.54
1204,Machine Learning Guide,Michael Chen,Business,23,Female,Germany,2024-01-18,4,43.0,20.72,172.0,82.88,89.12,51.81
1205,AI Automation,David Lee,Advanced,25,Female,Germany,2024-09-04,9,58.52,24.39,526.68,219.51,307.17,58.32
1206,Neural Networks Explained,Michael Chen,Beginner,58,Female,UK,2024-10-02,1,49.3,22.84,49.3,22.84,26.46,53.67
1207,Natural Language Processing,Michael Chen,Technical,48,Female,USA,2024-01-19,1,40.15,21.62,40.15,21.62,18.53,46.15
1208,Deep Learning Mastery,Sophia Davis,Beginner,37,Male,USA,2024-03-11,6,18.96,11.1,113.76,66.6,47.16,41.46
1209,Computer Vision Essentials,Michael Chen,Beginner,54,Male,Germany,2024-11-28,5,55.4,25.53,277.0,127.65,149.35,53.92
1210,AI Automation,John Smith,Technical,38,Female,UK,2024-03-30,10,31.91,15.44,319.1,154.4,164.7,51.61
1211,Computer Vision Essentials,John Smith,Technical,40,Male,Australia,2024-12-05,2,55.13,25.08,110.26,50.16,60.1,54.51
1212,Machine Learning Guide,Emma Brown,Business,26,Male,Australia,2024-08-26,9,39.7,25.67,357.3,231.03,126.27,35.34
1213,Deep Learning Mastery,John Smith,Technical,68,Female,USA,2024-10-13,9,22.2,10.1,199.8,90.9,108.9,54.5
1214,AI in Business,Michael Chen,Business,61,Female,Germany,2024-03-12,8,45.01,28.18,360.08,225.44,134.64,37.39
1215,Computer Vision Essentials,David Lee,Beginner,55,Female,India,2024-06-06,6,21.83,11.01,130.98,66.06,64.92,49.56
